rollout/episodes,reference_actor_Q_std,rollout/return_history,reference_Q_mean,total/steps,total/steps_per_second,train/loss_critic,rollout/goal_tolerance,success rate,reference_actor_Q_mean,reference_Q_std,rollout/return,rollout/actions_std,rollout/actions_mean,rollout/Q_mean,reference_action_std,train/loss_actor,reference_action_mean,total/episodes,rollout/error,errors,train/param_noise_distance,rollout/episode_steps,total/duration,total/epochs
147006,2.9343984,-19.06,-2.4796634,1807998,24.27806792983144,0.10410561,0.001,0.99,-1.7804079,2.8941119,-11.29979048474212,0.70607907,-0.0025854842,-3.714886,0.84404004,1.9356427,-0.17540765,147006,0.0035,0.0007257073979202413,0.0,12.298797328000218,74470.42347955704,1
147062,2.9568536,-16.14,-2.6034236,1808998,24.278458374476408,0.07227219,0.001,1.0,-1.8851635,2.9112093,-11.301893079109492,0.7060479,-0.0025919229,-3.7149317,0.8521534,1.9381039,-0.12922047,147062,0.00855,0.0006713838086178773,0.0,12.300900300553508,74510.41462755203,1
147117,2.9624104,-16.28,-2.5618434,1809998,24.27835424446987,0.070774436,0.001,1.0,-1.8476408,2.914393,-11.304125288036053,0.706022,-0.0025993066,-3.7150633,0.84708816,1.9096526,-0.16883193,147117,0.00054,0.0006743581219423915,0.0,12.303132880632422,74551.92315649986,1
147155,2.9916153,-19.17,-2.6206763,1810998,24.27809892880848,0.0726445,0.001,0.99,-1.9017758,2.9412403,-11.307240664605349,0.7059805,-0.002611393,-3.7153282,0.8451477,1.9041748,-0.1722765,147155,0.23361,0.0019472604447353004,0.0,12.306241717916482,74593.89655303955,1
147205,2.976488,-20.74,-2.5679395,1811998,24.2782699751094,0.10667369,0.001,0.99,-1.8522986,2.926245,-11.310043816446452,0.7059492,-0.0026348166,-3.7153256,0.8488951,1.9820255,-0.14461799,147205,0.0012,0.0019490654921934358,0.0,12.309045209062193,74634.56011724472,1
147253,2.9842672,-19.96,-2.5943558,1812998,24.278444282519114,0.06592235,0.001,0.99,-1.8701149,2.9431787,-11.313148119223378,0.7058987,-0.0026255902,-3.7156892,0.8455673,1.9147367,-0.17467351,147253,0.00092,0.000723561087513429,0.0,12.312143046321637,74675.213078022,1
147311,2.9574335,-17.83,-2.5935607,1813998,24.27882721318501,0.0960033,0.001,0.99,-1.879704,2.909096,-11.315040967748505,0.705869,-0.002629716,-3.7157054,0.84423196,1.8842349,-0.15745236,147311,0.0946,0.0007114325302950757,0.0,12.314036290568932,74715.22343611717,1
147364,2.958099,-17.09,-2.5713267,1814998,24.278829380830906,0.08343026,0.001,1.0,-1.865629,2.9188514,-11.317343448874896,0.7058348,-0.002623005,-3.7156641,0.8460522,1.8727798,-0.17070593,147364,0.02208,0.0006712467700481963,0.0,12.316339133031134,74756.40491271019,1
147428,2.9542708,-15.87,-2.496932,1815998,24.2789908245325,0.06711876,0.001,1.0,-1.7773292,2.901726,-11.318847166074287,0.70579094,-0.002609401,-3.7154443,0.8488542,1.9127437,-0.15976529,147428,0.03982,0.0006693953537946398,0.0,12.317843286214288,74797.09569168091,1
147493,2.9011886,-13.59,-2.6381154,1816998,24.27893070355007,0.1163601,0.001,1.0,-1.9627979,2.8781257,-11.320164346782558,0.70575505,-0.0025832572,-3.715369,0.84829813,1.893503,-0.1672882,147493,0.01547,0.0006999273012785799,0.0,12.31916090933129,74838.46888422966,1
147543,2.9718034,-16.22,-2.5684724,1817998,24.279196293642734,0.08514632,0.001,1.0,-1.877861,2.9321606,-11.322807588296293,0.70570976,-0.0025654088,-3.7153947,0.8505154,1.8874538,-0.17109556,147543,0.07616,0.0007016287177647065,0.0,12.32180449089418,74878.83775115013,1
147601,2.9713223,-16.82,-2.5329115,1818998,24.2791362589188,0.06746884,0.001,1.0,-1.8246716,2.9152296,-11.324733572265771,0.7056712,-0.0025891575,-3.7153978,0.8505825,1.9166025,-0.15990639,147601,0.07473,0.0006781826795104528,0.0,12.323730869032053,74920.21052980423,1
147666,2.9521968,-13.74,-2.5509293,1819998,24.279000616229578,0.064690866,0.001,1.0,-1.8443973,2.909314,-11.325978898324598,0.7056252,-0.0025727504,-3.715167,0.85513157,1.9493582,-0.1494364,147666,0.00108,0.0006824444796958442,0.0,12.32497663646337,74961.81695318222,1
147718,2.9706836,-16.0,-2.5483246,1820998,24.279276653652296,0.07049461,0.001,1.0,-1.8390374,2.9241335,-11.328382458468162,0.7055813,-0.0026018696,-3.7153375,0.85431516,1.9170374,-0.16464533,147718,0.00184,0.0006847095599685474,0.0,12.327380549425257,75002.15208125114,1
147780,2.9637432,-15.79,-2.5360227,1821998,24.279277850460918,0.0643826,0.001,1.0,-1.8272274,2.9139233,-11.329719853836785,0.7055447,-0.0025892218,-3.715258,0.8464083,1.8771324,-0.17548959,147780,0.03539,0.0007076731653239949,0.0,12.328718365137366,75043.335770607,1
147830,2.963412,-17.12,-2.5193064,1822998,24.279235304334,0.07974389,0.001,0.99,-1.8042307,2.9119434,-11.332720016234864,0.70549357,-0.0025972074,-3.715362,0.84367234,1.8394142,-0.16761957,147830,0.00763,0.0007205411288008614,0.0,12.331712101738484,75084.65473270416,1
147875,2.9738293,-20.46,-2.576621,1823998,24.279469548014045,0.074905775,0.001,0.99,-1.8727825,2.924208,-11.33563482671175,0.70543844,-0.0026156292,-3.7154021,0.8486973,1.8159857,-0.16509391,147875,0.04199,0.0007372299928064552,0.0,12.33462721893491,75125.1173915863,1
147935,2.970279,-16.68,-2.5945497,1824998,24.27990491149278,0.072221786,0.001,1.0,-1.9008545,2.9293988,-11.33733734410383,0.70541245,-0.0026348073,-3.715256,0.8487331,1.896715,-0.16547841,147935,0.0151,0.0007108553224607811,0.0,12.336330144996113,75164.95664429665,1
147993,2.9424722,-16.11,-2.5153883,1825998,24.27999789872056,0.098203056,0.001,1.0,-1.7889929,2.8942633,-11.339421459123066,0.70537084,-0.0026139333,-3.715285,0.8478279,1.8995476,-0.14965604,147993,0.00729,0.0007077336382801516,0.0,12.338414654747185,75205.85494351387,1
148054,2.9813194,-15.39,-2.5331695,1826998,24.280121040262227,0.07781369,0.001,1.0,-1.8027322,2.9352021,-11.340990449430613,0.70533025,-0.0026117617,-3.7152376,0.8485784,1.8684616,-0.17829002,148054,0.00301,0.0006588658620595033,0.0,12.339984059870048,75246.65947794914,1
148105,2.9660501,-16.99,-2.5476484,1827998,24.28004912677265,0.071275875,0.001,1.0,-1.8393633,2.922439,-11.34349954424226,0.7052846,-0.0025869128,-3.7152076,0.8471665,1.8853312,-0.16437685,148105,0.01317,0.0006655192274449195,0.0,12.342493501232234,75288.06842422485,1
148152,2.9689,-19.3,-2.5418487,1828998,24.280343431832144,0.06649405,0.001,0.99,-1.8292438,2.9222107,-11.346414493223175,0.7052294,-0.002564771,-3.715292,0.84612334,1.9174324,-0.1700298,148152,0.00176,0.0007390042684215308,0.0,12.345402019547493,75328.34142708778,1
148203,2.9388976,-20.77,-2.5869102,1829998,24.280192149934813,0.07022368,0.001,0.98,-1.8863637,2.890854,-11.348920062346917,0.70518374,-0.0025478948,-3.715314,0.8469072,1.8583913,-0.16791815,148203,0.0507,0.0007546868877811561,0.0,12.347901189584556,75369.99660873413,1
148260,2.956007,-17.84,-2.5503407,1830998,24.280507066040716,0.068525575,0.001,0.99,-1.8546513,2.9133828,-11.350897072710104,0.70513225,-0.0025717714,-3.715018,0.84867,1.8977147,-0.17045784,148260,0.00677,0.0007306801988288492,0.0,12.349878591663295,75410.20436763763,1
148306,2.9619248,-17.87,-2.6215875,1831998,24.28073114330237,0.06788466,0.001,1.0,-1.9243383,2.9243646,-11.353795530861866,0.7050817,-0.0025616044,-3.7150052,0.8462342,1.8711379,-0.18033732,148306,0.04741,0.0007018293981842925,0.0,12.352777365716829,75450.69335794449,1
148371,2.9372046,-17.07,-2.5537999,1832998,24.280645191503396,0.06563934,0.001,1.0,-1.8437643,2.8994844,-11.355089606459483,0.70505154,-0.002537096,-3.7150714,0.84631926,1.8583363,-0.16325827,148371,0.01689,0.0006966580824829844,0.0,12.354071887363434,75492.14551520348,1
148432,2.9106562,-13.97,-2.5365767,1833998,24.280780304018503,0.083026305,0.001,1.0,-1.8398886,2.8743706,-11.35621025115878,0.7050133,-0.0025454094,-3.7147696,0.848283,1.8575939,-0.16625984,148432,0.01052,0.0007086225458797364,0.0,12.355192950307211,75532.9102704525,1
148482,2.9535553,-17.75,-2.5652785,1834998,24.28098100589482,0.112665854,0.001,1.0,-1.8631032,2.9112883,-11.35932301558438,0.7049709,-0.0025465626,-3.7145317,0.8522159,1.9003389,-0.15283445,148482,0.04664,0.0006946153001390436,0.0,12.358306057299874,75573.47042751312,1
148522,2.9529548,-21.23,-2.5984,1835998,24.281070164255535,0.069554016,0.001,0.99,-1.8835895,2.9046443,-11.362747606415212,0.7049169,-0.0025578754,-3.715357,0.8468568,1.869207,-0.18393625,148522,0.02017,0.000726343295327478,0.0,12.361724189009037,75614.37727332115,1
148577,2.9784691,-19.83,-2.54352,1836998,24.281181516025192,0.065178186,0.001,0.99,-1.8437729,2.9398983,-11.364868048217422,0.7048692,-0.002571876,-3.7150044,0.8492466,1.8805994,-0.16586371,148577,0.00309,0.0007466099114621856,0.0,12.363845009658291,75655.21466851234,1
148633,2.9521,-17.69,-2.5310826,1837998,24.281351790094067,0.07491185,0.001,1.0,-1.8206162,2.9029822,-11.36703154750291,0.7048204,-0.0025677925,-3.7145872,0.850132,1.8420638,-0.17403774,148633,0.16506,0.0007146783847761486,0.0,12.366008894390882,75695.86800146103,1
148680,2.9600184,-17.76,-2.6038146,1838998,24.28164563809645,0.06313168,0.001,1.0,-1.8962153,2.9144402,-11.3696663976325,0.70476943,-0.0025548737,-3.714321,0.8492055,1.9069449,-0.14326619,148680,0.00295,0.0007364777510802126,0.0,12.36864406779661,75736.13532662392,1
148741,2.9641306,-17.7,-2.5539517,1839998,24.2816598290208,0.07305211,0.001,1.0,-1.8429283,2.9113739,-11.371410707202452,0.70473695,-0.002562428,-3.714385,0.84786314,1.8550801,-0.16045758,148741,0.00442,0.0007279006148360364,0.0,12.370388796633074,75777.2744102478,1
148798,2.9267647,-15.72,-2.589047,1840998,24.281887721871005,0.08716632,0.001,1.0,-1.8716203,2.880321,-11.37344587964892,0.7047045,-0.0025492057,-3.7146714,0.8510016,1.8259363,-0.15895413,148798,0.08951,0.0007102703585712113,0.0,12.37242436054248,75817.7461771965,1
148859,2.9717767,-15.88,-2.5629804,1841998,24.282134784365702,0.063213184,0.001,1.0,-1.8459177,2.9202662,-11.37501931357862,0.70467395,-0.002553394,-3.7146974,0.84852105,1.8262222,-0.15349135,148859,0.00639,0.0007099575442504647,0.0,12.373998213074117,75858.15729784966,1
148919,2.9566178,-15.77,-2.6108525,1842998,24.280819431662774,0.068934664,0.001,1.0,-1.9067314,2.9097767,-11.376835729490528,0.7046437,-0.0025513913,-3.7147007,0.84838754,1.8732436,-0.16543673,148919,0.0616,0.0007106763070779765,0.0,12.375815040391085,75903.45149540901,1
148955,2.9430733,-19.96,-2.5776677,1843998,24.280540573164537,0.06769759,0.001,1.0,-1.8572974,2.8912253,-11.380598167231714,0.70457053,-0.00250859,-3.7144964,0.85167885,1.913797,-0.15158875,148955,0.00068,0.0007239365184137872,0.0,12.379577724816219,75945.50848007202,1
149011,2.9358816,-20.19,-2.531404,1844998,24.280691245226514,0.072708204,0.001,1.0,-1.8315794,2.8884146,-11.382595915737765,0.70454115,-0.0025273245,-3.7144287,0.8467038,1.8245336,-0.16575237,149011,0.05936,0.0007102764957606471,0.0,12.38157585681594,75986.22219467163,1
149070,2.9657302,-15.71,-2.586618,1845998,24.28083871654546,0.05968313,0.001,1.0,-1.8907435,2.918146,-11.384188636211176,0.7045109,-0.0024974218,-3.7146292,0.8524142,1.9103764,-0.15352888,149070,0.04284,0.0006859803102612444,0.0,12.383168981015631,76026.94542598724,1
149120,2.9542024,-17.82,-2.6119401,1846998,24.281050444539666,0.07126091,0.001,1.0,-1.9072398,2.901022,-11.38699034334764,0.7044728,-0.0025301387,-3.7144527,0.8495054,1.864349,-0.16380279,149120,0.04073,0.00073292170042735,0.0,12.385971030042919,76067.46685934067,1
149181,2.9340756,-17.15,-2.5436995,1847998,24.28113874864734,0.069300644,0.001,1.0,-1.8427373,2.8953078,-11.388595062373895,0.70445275,-0.0025487093,-3.7146537,0.8546516,1.8362142,-0.14344306,149181,0.07333,0.000713610789113109,0.0,12.387576165865626,76108.37445187569,1
149221,2.951832,-18.85,-2.5763679,1848998,24.28077711936612,0.07223518,0.001,0.99,-1.8800995,2.9072602,-11.391962257323032,0.7043968,-0.0025799058,-3.7148087,0.85416883,1.8318367,-0.1436365,149221,0.02275,0.0017963920163024958,0.0,12.390936932469291,76150.69282627106,1
149280,2.9175446,-19.27,-2.55046,1849998,24.28085166098191,0.0591674,0.001,0.99,-1.8658341,2.8873937,-11.393823687031082,0.70435965,-0.0025772466,-3.7147598,0.84639686,1.856776,-0.16579862,149280,0.07513,0.0017941790986686413,0.0,12.392798767416934,76191.64376235008,1
149337,2.9440346,-16.86,-2.6168413,1850998,24.280621389748276,0.06569022,0.001,1.0,-1.9152538,2.904924,-11.395802781628129,0.70431423,-0.0025557,-3.7145143,0.8450666,1.8769568,-0.15796341,149337,0.13265,0.0006872332989160947,0.0,12.394778253212532,76233.55145192146,1
149394,2.9494755,-16.57,-2.5537639,1851998,24.280378491556508,0.07142438,0.001,1.0,-1.8413397,2.9031658,-11.39774020375651,0.7042659,-0.002524843,-3.7145011,0.85260206,1.839204,-0.14096887,149394,0.00432,0.0007048371078290319,0.0,12.396716066240947,76275.49960327148,1
149447,2.9373758,-17.36,-2.5193064,1852998,24.28040164056209,0.06307133,0.001,1.0,-1.8181543,2.8948646,-11.400021412273247,0.70421207,-0.0025154923,-3.7143638,0.8476693,1.8547626,-0.1689549,149447,0.12312,0.0006972301588258934,0.0,12.398997637958608,76316.61236214638,1
149493,2.951622,-19.66,-2.5415256,1853998,24.280499820374267,0.076579764,0.001,1.0,-1.8265319,2.9019918,-11.402640926331,0.704171,-0.0025013955,-3.7143795,0.85085374,1.8535141,-0.15799096,149493,0.00403,0.0006892970948858807,0.0,12.40161746703859,76357.4890844822,1
149556,2.9233756,-16.56,-2.5565891,1854998,24.28009707070167,0.07331024,0.001,1.0,-1.8527808,2.8738086,-11.40438364224772,0.7041404,-0.0025021485,-3.7145922,0.8572401,1.845605,-0.14388089,149556,0.04509,0.0006930953572928254,0.0,12.403360614084356,76399.94167232513,1
149615,2.9239025,-15.5,-2.5492682,1855998,24.279995845257098,0.067942336,0.001,1.0,-1.8571751,2.889613,-11.406182535173611,0.70411843,-0.002485751,-3.7146533,0.8544415,1.8548551,-0.13732007,149615,0.04308,0.0007110916242150693,0.0,12.405159910436788,76441.44635891914,1
149667,2.957562,-16.74,-2.5807395,1856998,24.28010022684569,0.06698906,0.001,1.0,-1.8590579,2.907056,-11.408186173304736,0.7040697,-0.0024574741,-3.7145207,0.8469435,1.8532519,-0.17800443,149667,0.05414,0.0006692711996163616,0.0,12.407163903866584,76482.30372405052,1
149715,2.9399953,-18.08,-2.5590892,1857998,24.279968817313886,0.0761617,0.001,0.99,-1.8696356,2.8885696,-11.410640216411181,0.70401615,-0.00245616,-3.714374,0.8455762,1.8487314,-0.16151756,149715,0.00485,0.0007043412128485056,0.0,12.409611595364526,76523.90388059616,1
149772,2.949947,-17.85,-2.5629191,1858998,24.279792046883145,0.062739246,0.001,0.99,-1.8603754,2.8921897,-11.413134631306253,0.7039745,-0.0024418621,-3.7140696,0.8476067,1.8446212,-0.16515855,149772,0.11087,0.000766883661966994,0.0,12.41210640173063,76565.6475315094,1
149830,2.9432473,-16.17,-2.573398,1859998,24.27976216558187,0.06703039,0.001,1.0,-1.8594159,2.9000726,-11.414956951211373,0.7039461,-0.0024467723,-3.7141206,0.8474575,1.9278424,-0.15136927,149830,0.00122,0.0007771725018875406,0.0,12.413929119668959,76606.92832636833,1
149878,2.945241,-17.58,-2.5878315,1860998,24.27971706050784,0.07202527,0.001,1.0,-1.9029851,2.9024985,-11.41759297562017,0.703904,-0.0024636586,-3.714112,0.8520751,1.8981444,-0.14425154,149878,0.081,0.0007495795489223905,0.0,12.416565473251579,76648.2572824955,1
149928,2.949524,-19.45,-2.5953283,1861998,24.27964502239167,0.061313745,0.001,1.0,-1.8937103,2.9019516,-11.420275065364708,0.70386195,-0.0024679597,-3.7142408,0.8497041,1.9052674,-0.15128927,149928,0.05129,0.0007050895941903743,0.0,12.419247905661384,76689.67146277428,1
149984,2.9369948,-17.33,-2.5679154,1862998,24.27960465339595,0.05835519,0.001,1.0,-1.8708959,2.8931458,-11.42232504800512,0.70381916,-0.0024576127,-3.713919,0.85223585,1.8733346,-0.1428422,149984,0.06223,0.0006955831765536348,0.0,12.42129827181566,76730.9858045578,1
150034,2.9395664,-18.2,-2.5976171,1863998,24.279809978343263,0.06425576,0.001,1.0,-1.885295,2.8921292,-11.424877027873682,0.7037822,-0.0024704,-3.7137227,0.84933233,1.9298499,-0.15394291,150034,0.00056,0.0006845219087424672,0.0,12.42385059386539,76771.5234041214,1
150097,2.9084818,-15.9,-2.597633,1864998,24.27984623223349,0.06267496,0.001,1.0,-1.9030247,2.8653955,-11.426324310279353,0.7037516,-0.0025029266,-3.7135484,0.8529168,1.8724458,-0.14978385,150097,0.0007,0.0006822720530002863,0.0,12.425298307094746,76812.5951936245,1
150147,2.9544668,-17.17,-2.6173449,1865998,24.279810367332516,0.071885645,0.001,0.99,-1.8974214,2.902968,-11.428826416778223,0.70371157,-0.002485029,-3.7140985,0.8516685,1.8436023,-0.13618696,150147,0.00428,0.0007408705995103639,0.0,12.427794095120115,76853.89514040947,1
150199,2.9407163,-18.75,-2.5701153,1866998,24.279814060324217,0.06791194,0.001,0.99,-1.8662214,2.8904092,-11.431161325974207,0.703676,-0.0024938,-3.7141802,0.85118246,1.8882176,-0.14603159,150199,0.0405,0.0007242466908184195,0.0,12.43012936171346,76895.06992769241,1
150249,2.885461,-18.89,-2.6128447,1867998,24.279591335292416,0.06412502,0.001,1.0,-1.922625,2.8514242,-11.43370671352222,0.7036435,-0.0025056936,-3.7143028,0.8516907,1.9322358,-0.16229971,150249,0.04012,0.0006820872909838618,0.0,12.432675092679485,76936.96216726303,1
150298,2.915169,-18.66,-2.5581007,1868998,24.279394889170085,0.0690041,0.001,1.0,-1.8669641,2.8778322,-11.43602709284222,0.7035866,-0.0024873689,-3.7139225,0.84818614,1.8848478,-0.17205931,150298,0.00531,0.0006553488398634718,0.0,12.434995808327455,76978.77185702324,1
150341,2.9036112,-21.22,-2.5777292,1869998,24.27903150771691,0.067576,0.001,0.99,-1.8972199,2.8687847,-11.4393944432989,0.7035396,-0.0024877593,-3.7139866,0.84968394,1.8784039,-0.15918611,150341,0.06416,0.0015220526486079001,0.0,12.438356802202993,77021.11179375648,1
150397,2.9246612,-19.78,-2.594571,1870998,24.27904042247239,0.067279324,0.001,0.99,-1.8966532,2.8876991,-11.44129204704881,0.70350105,-0.0024849684,-3.713774,0.84702766,1.9427431,-0.16240871,150397,0.07162,0.0015526787062458674,0.0,12.440254792316336,77062.27130246162,1
150460,2.9219506,-15.07,-2.6150527,1871998,24.27912182515648,0.06244094,0.001,1.0,-1.9185095,2.8816578,-11.442775488501928,0.7034761,-0.002487296,-3.7136593,0.84970874,1.8803734,-0.16251089,150460,0.00763,0.0006706930216348168,0.0,12.441738668084541,77103.2005803585,1
150507,2.9112878,-17.03,-2.5978718,1872998,24.27881195241366,0.06172775,0.001,1.0,-1.9138064,2.8744874,-11.445593892642867,0.70342755,-0.0024796713,-3.7136252,0.8537576,1.8977417,-0.16002503,150507,0.024,0.0006804319724590204,0.0,12.444557396001516,77145.3728325367,1
150568,2.9181316,-16.63,-2.5734062,1873998,24.278610979686132,0.0732118,0.001,1.0,-1.8792751,2.8754904,-11.4471468041018,0.70340294,-0.0024597421,-3.7138884,0.849722,1.8736987,-0.15241277,150568,0.02033,0.0007087268703020842,0.0,12.446110727378992,77187.19994187355,1
150617,2.908704,-17.8,-2.6556966,1874998,24.278652781513195,0.06543246,0.001,1.0,-1.9557209,2.8682406,-11.449683634649475,0.7033723,-0.0024664886,-3.7143292,0.8500817,1.8309191,-0.1557668,150617,0.00371,0.0007260362056685378,0.0,12.448647894991932,77228.25549149513,1
150663,2.8923252,-20.14,-2.5817544,1875998,24.278692223127347,0.066321425,0.001,0.99,-1.9291646,2.8594167,-11.452659246132097,0.7033217,-0.0024341883,-3.714221,0.84816927,1.8831153,-0.16815227,150663,0.16548,0.0007518647935397123,0.0,12.45161718537398,77269.31841135025,1
150724,2.8785372,-16.03,-2.6190114,1876998,24.27856554843808,0.06272204,0.001,0.99,-1.924521,2.8351731,-11.453962209070884,0.7032857,-0.0024508126,-3.71403,0.85243714,1.8568176,-0.15220088,150724,0.00174,0.0007373704286882564,0.0,12.452920570048565,77310.91016292572,1
150772,2.9042811,-17.43,-2.5503368,1877998,24.278460862613944,0.06072972,0.001,1.0,-1.8597572,2.865732,-11.456822221632663,0.7032333,-0.0024374689,-3.7139633,0.84842926,1.8957251,-0.1690094,150772,0.00488,0.0007228180017035942,0.0,12.455780914228106,77352.43229079247,1
150824,2.8726304,-18.95,-2.6351285,1878998,24.278194796835272,0.066411436,0.001,1.0,-1.9622954,2.8424344,-11.458932265421948,0.70320386,-0.0023999384,-3.714123,0.85075814,1.8916183,-0.16421436,150824,0.0067,0.000714690898804378,0.0,12.457891317031772,77394.46922326088,1
150868,2.8631368,-19.75,-2.6228027,1879998,24.278571713504228,0.08335828,0.001,1.0,-1.9551975,2.8286247,-11.462139088474693,0.7031504,-0.0024000804,-3.7140095,0.85372186,1.9313043,-0.14805013,150868,0.05755,0.0007145243781984799,0.0,12.461098443672615,77434.45628452301,1
150917,2.8612447,-21.14,-2.5960412,1880998,24.278721175824984,0.0797234,0.001,1.0,-1.9194801,2.834595,-11.464844914754467,0.7031175,-0.002386798,-3.7141774,0.84746325,1.9046878,-0.16901964,150917,0.00028,0.0007031804268593381,0.0,12.463804607830795,77475.16792082787,1
150978,2.8806534,-16.85,-2.563163,1881998,24.27875448652255,0.06153709,0.001,1.0,-1.8820271,2.8407013,-11.466352713640397,0.703084,-0.0024178633,-3.7139874,0.8494148,1.9375908,-0.16538058,150978,0.06387,0.0006902927405092053,0.0,12.465312827034403,77516.24989843369,1
151038,2.8873758,-15.14,-2.6326237,1882998,24.27852800441433,0.077262856,0.001,1.0,-1.944926,2.837728,-11.468014671804447,0.7030597,-0.0023821283,-3.714173,0.8486965,1.9016379,-0.16290514,151038,0.02611,0.0007203320135635902,0.0,12.466975198294469,77558.16166687012,1
151086,2.908336,-17.18,-2.655792,1883998,24.278500314325147,0.06668933,0.001,0.99,-1.9760509,2.861098,-11.470672332314047,0.7030057,-0.0023798682,-3.7142,0.84304976,1.8960556,-0.17876653,151086,0.00391,0.0007517703474194149,0.0,12.469626570297711,77599.43882894516,1
151128,2.8760395,-20.78,-2.600408,1884998,24.278524091093402,0.066725284,0.001,0.99,-1.9312959,2.8381584,-11.473836747657614,0.7029686,-0.0023818961,-3.7142117,0.8447867,1.9179856,-0.18855977,151128,0.02688,0.0007021955548099864,0.0,12.472791276269122,77640.55149841309,1
151189,2.861602,-18.46,-2.5892746,1885998,24.278579729684207,0.079805516,0.001,1.0,-1.9035372,2.8176904,-11.47549755603913,0.70293593,-0.0023746048,-3.7140903,0.84963995,1.9060478,-0.18298678,151189,0.00064,0.0006894277308837511,0.0,12.474452506465417,77681.56214237213,1
151249,2.868219,-15.6,-2.6133065,1886998,24.278841852513494,0.06972629,0.001,1.0,-1.9356276,2.8270254,-11.477133733115592,0.70290524,-0.0023779995,-3.7140403,0.8479152,1.8822044,-0.16805883,151249,0.08315,0.000682843084756032,0.0,12.476089098109739,77721.91159129143,1
151302,2.8854508,-16.98,-2.620638,1887998,24.278966210042146,0.065919906,0.001,1.0,-1.9545453,2.8441012,-11.479392208959565,0.70287675,-0.0023946713,-3.714137,0.8412333,1.8690149,-0.18876398,151302,0.02362,0.0007005554059462176,0.0,12.478347939881825,77762.70141267776,1
151346,2.837162,-19.16,-2.6215792,1888998,24.278649244515886,0.07128697,0.001,0.99,-1.9558493,2.8094628,-11.482259194164365,0.70282835,-0.0023714658,-3.7143338,0.84526163,1.879355,-0.17404358,151346,0.00527,0.0013260426447570383,0.0,12.481208621304825,77804.90508246422,1
151398,2.846313,-20.36,-2.6046755,1889998,24.278836708440128,0.077538736,0.001,0.99,-1.9481226,2.830459,-11.484656336279212,0.7027929,-0.0024010965,-3.7142248,0.84598356,1.9037616,-0.16772568,151398,0.06962,0.0013366740473795705,0.0,12.483606124255274,77845.49246311188,1
151457,2.8683844,-17.46,-2.6127362,1890998,24.279046846391978,0.068772495,0.001,1.0,-1.9203818,2.8249993,-11.486395478584681,0.702752,-0.0023868678,-3.713972,0.8435002,1.8962094,-0.173275,151457,0.19324,0.0007054179521886504,0.0,12.485345675670322,77886.00647974014,1
151503,2.857289,-18.12,-2.6721165,1891998,24.27890203579762,0.062729985,0.001,1.0,-1.9915543,2.820719,-11.489026619934918,0.70271724,-0.0024209446,-3.7143145,0.8411068,1.8799438,-0.18295546,151503,0.0199,0.0006589465725131308,0.0,12.487977135766288,77927.65905189514,1
151554,2.8306026,-19.52,-2.646781,1892998,24.279144815098803,0.06483207,0.001,1.0,-1.9696443,2.7997024,-11.491593755361125,0.702676,-0.0024135462,-3.7141664,0.84214604,1.8789582,-0.18156928,151554,0.00545,0.0006656386784255475,0.0,12.490544624358314,77968.0674264431,1
151608,2.8532789,-18.76,-2.6851263,1893998,24.279498889231498,0.07005316,0.001,1.0,-2.0024269,2.8122492,-11.493780011608886,0.70264024,-0.0024136622,-3.7139776,0.84554183,1.9533093,-0.16507775,151608,0.00344,0.0007172618079207835,0.0,12.492731254287373,78008.11740970612,1
151661,2.8672476,-17.42,-2.6618197,1894998,24.279739916468387,0.0640561,0.001,1.0,-1.96908,2.829314,-11.495789952591636,0.7026097,-0.0024247912,-3.713795,0.8488692,1.8895276,-0.16094078,151661,0.00583,0.0007105351201922013,0.0,12.494741561772639,78048.52961850166,1
151719,2.8182006,-17.01,-2.5912213,1895998,24.279826990628564,0.08402235,0.001,1.0,-1.9031339,2.7776825,-11.497749128322754,0.7025728,-0.0024284779,-3.713667,0.845992,1.898263,-0.16589607,151719,0.11912,0.0007295996559041847,0.0,12.496701138288547,78089.43616986275,1
151775,2.830901,-16.29,-2.6552987,1896998,24.27964728620602,0.06342223,0.001,1.0,-1.9976585,2.8141308,-11.499805633338823,0.7025389,-0.0024096102,-3.7136827,0.8530497,1.9153212,-0.13194583,151775,0.06374,0.0006962636164850209,0.0,12.498758029978587,78131.20090413094,1
151832,2.894384,-15.82,-2.6978083,1897998,24.27999217271851,0.06946175,0.001,1.0,-2.0060759,2.8440354,-11.501672901628115,0.702501,-0.0024215532,-3.7134924,0.85009253,1.8701996,-0.16205485,151832,0.02007,0.0007071987262535734,0.0,12.500625691553823,78171.27725982666,1
151887,2.8258622,-17.09,-2.6870627,1898998,24.280089943218815,0.071311,0.001,0.99,-2.0302055,2.7993343,-11.503762665665922,0.702466,-0.0024394994,-3.7134144,0.8491285,1.9017267,-0.15210445,151887,0.11139,0.000779435270647244,0.0,12.502709250956302,78212.14849042892,1
151938,2.8344116,-17.98,-2.6975892,1899998,24.27988799334788,0.08597499,0.001,0.99,-2.0198061,2.7982926,-11.505890560623412,0.7024396,-0.002442369,-3.7136402,0.8524204,1.8980697,-0.14675148,151938,0.01256,0.0007498551951690905,0.0,12.504837499506378,78253.98537755013,1
